primaryImage,Artist Display Name
https://images.metmuseum.org/CRDImages/ad/original/ap74.4.jpg,John Frederick Kensett
https://images.metmuseum.org/CRDImages/ad/original/ap74.24.jpg,John Frederick Kensett
https://images.metmuseum.org/CRDImages/ad/original/ap08.90.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/ap24.109.84.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/ap81.12.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/ap1986.264.1.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/ap88.18.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/ap43.86.1.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DP208350.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DT2041.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DT2039.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/ap50.213.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DT2042.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DP105036.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DT11172.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/ap50.145.37.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DT2043.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/ap38.61.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/ap1978.380.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DP105035.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DT11749.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/188982.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DT240957.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/ap43.86.2.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DT62.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DT2040.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DP136861.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ad/original/DP218093.jpg,Gilbert Stuart
https://images.metmuseum.org/CRDImages/ep/original/DT1940.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT1554.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DP231550.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT1977.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT1408.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-047.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT1029.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT1938.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT1943.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DP317780.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DP320128.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DP-20099-001.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/77J_045R2M.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT1492.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT1942.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DP-20100-001.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT47.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-049.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DP130322.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT1937.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT2017.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT2013.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP-16590-001.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP-16064-001.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/ep29.100.598.R.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP332566.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT2014.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT225534.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/ep14.40.811.R.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP-13143-001_cropped.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT10697.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP332562.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT2129.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT2008.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP-16591-001.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP-16065-001.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT872.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT2010.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-055.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP-16592-001.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT2018.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT9008.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT2139.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP-19283-001.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/ep21.70.4.R.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP124091.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP-16589-001.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DP-17408-001.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1909.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DP-17680-001.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DP-15681-001.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT887.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1973.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1965.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1963.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1958.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DP302937.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DP302942.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/EP1059.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-031.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DP290289.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1961.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1975.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1960.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1962.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DP-1275-001.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1968.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DP302935.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1966.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DP124050.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1964.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT2147.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DT1976.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/ep29.100.121.bw.R.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/ep29.100.123.bw.R.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/ep29.100.119.bw.R.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/EP1004.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT1566.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT1920.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT1911.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DP275510.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT840.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-033.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT1564.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT2117.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT204709.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT2156.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT267444.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT1912.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT297552.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT1918.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT6944.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT1910.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/dp130799.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DT859.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DP-13655-001.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DT45.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-027.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DT2005.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DP-17679-001.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DT1563.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DT1931.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DT249052.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DT200593.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DP241909.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DP-17058-001.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DT1933.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DP123836.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/ep56.230.1.R.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DP273977.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DT1562.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DP146479.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP121326.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP145938.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP145399.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP146454.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP145913.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP-16969-001.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP145921.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP145915.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP319026.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP121330.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP145920.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP-16323-001.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP120785.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP145909.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP145947.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP120783.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP145910.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DP146489.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/ep/original/DT1399.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT1489.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DP136266.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT1878.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT1876.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT1140.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-039.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DP-20338-001.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT1487.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT215205.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT1398.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DP265242.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT1488.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT1881.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-053.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT1939.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT1944.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT2016.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT4224.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DT1874.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT1882.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT1877.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DP-14976-001.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT1879.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DT2157.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/ep/original/DT204991.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DP212152.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DP274250.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/ep/original/DT49.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DP-20101-001.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DT862.jpg,Edouard Manet
https://images.metmuseum.org/CRDImages/ep/original/DT1967.jpg,Gustave Courbet
https://images.metmuseum.org/CRDImages/ep/original/DP158871.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/ep/original/DP257756.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/rl/original/DP121332.jpg,Rembrandt (Rembrandt van Rijn)
https://images.metmuseum.org/CRDImages/rl/original/DT3108.jpg,Paul Cézanne
https://images.metmuseum.org/CRDImages/rl/original/DT718.jpg,Camille Corot
https://images.metmuseum.org/CRDImages/rl/original/DT3113.jpg,Edgar Degas
https://images.metmuseum.org/CRDImages/rl/original/DT3128.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/rl/original/DP-17279-001.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/rl/original/DT3130.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/rl/original/DT3131.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/rl/original/SLP0202.jpg,Auguste Renoir
https://images.metmuseum.org/CRDImages/ep/original/DP-17996-001.jpg,Edgar Degas
