primaryImage,Medium
https://images.metmuseum.org/CRDImages/dp/original/DPB873416.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP124581.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/dp/original/DPB878958.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP833996.jpg,Etching with engraving
https://images.metmuseum.org/CRDImages/dp/original/DP839530.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP145695.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP137831.jpg,Woodblock print (surimono); ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP875728.jpg,Wood engraving
https://images.metmuseum.org/CRDImages/dp/original/DP834806.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP114936.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP823305.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP890444.jpg,Etching; first state of two (Lieure)
https://images.metmuseum.org/CRDImages/dp/original/DP870477.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP832211.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP875000.jpg,Mezzotint; proof before published state
https://images.metmuseum.org/CRDImages/dp/original/DP887857.jpg,Lithograph
https://images.metmuseum.org/CRDImages/as/original/DP138366.jpg,Woodblock print (surimono); ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP813486.jpg,"Woodcut, hand-colored"
https://images.metmuseum.org/CRDImages/dp/original/DP832182.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP818439.jpg,Etching with some engraving
https://images.metmuseum.org/CRDImages/as/original/DP141264.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP830392.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP815364.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP866405.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/dp/original/DP877517.jpg,Lithograph on newsprint; third state of three (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP877743.jpg,Lithograph on newsprint; second state of two (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP868274.jpg,Lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP866363.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/dp/original/DP814016.jpg,Etching; third state of four
https://images.metmuseum.org/CRDImages/dp/original/DP849318.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP877358.jpg,Lithograph on newsprint; second state of two (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP819854.jpg,Etching
https://images.metmuseum.org/CRDImages/as/original/DP-14464-009.jpg,Woodblock print (surimono); ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP817663.jpg,Etching; first state of five
https://images.metmuseum.org/CRDImages/dp/original/DP854838.jpg,Engraving
https://images.metmuseum.org/CRDImages/as/original/DP122790.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP835259.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB874728.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB873352.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP860183.jpg,Etching and stipple
https://images.metmuseum.org/CRDImages/dp/original/DP817269.jpg,"Etching, printed in brown ink"
https://images.metmuseum.org/CRDImages/dp/original/DP878307.jpg,Etching; second state of two
https://images.metmuseum.org/CRDImages/dp/original/DP836940.jpg,Engraving
https://images.metmuseum.org/CRDImages/as/original/DP122892.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP834449.jpg,Wood engraving
https://images.metmuseum.org/CRDImages/dp/original/DP815093.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP871939.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP828644.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP885911.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP873995.jpg,Hand-colored etching and aquatint
https://images.metmuseum.org/CRDImages/dp/original/DP888250.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP818973.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB875098.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP839267.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP871768.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP816648.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP813502.jpg,"Woodcut, hand-colored"
https://images.metmuseum.org/CRDImages/as/original/DP124220.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP865412.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP839546.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB882999.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP827451.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP818979.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP252267.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP878194.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP881741.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DPB871072.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB872497.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP123723.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP866537.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP830147.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP841295.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP836444.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP838800.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP147984.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP828926.jpg,Etching and engraving; third state of three (Bocher)
https://images.metmuseum.org/CRDImages/as/original/DP138946.jpg,Part of an album of woodblock prints (surimono); ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP875256.jpg,Wood engraving
https://images.metmuseum.org/CRDImages/dp/original/DP822627.jpg,Etching; second state of two
https://images.metmuseum.org/CRDImages/dp/original/DP888337.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP838538.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP859562.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP879693.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/as/original/DP138432.jpg,Woodblock print (surimono); ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP829195.jpg,Etching; first state of two
https://images.metmuseum.org/CRDImages/dp/original/DPB874509.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP859568.jpg,Stipple engraving
https://images.metmuseum.org/CRDImages/dp/original/DP890492.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP825036.jpg,Etching; second state
https://images.metmuseum.org/CRDImages/as/original/DP-17327-115.jpg,Polychrome woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/CP48.jpg,Polychrome woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP833585.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB882850.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP890631.jpg,Etching; first state of two (Lieure)
https://images.metmuseum.org/CRDImages/dp/original/DP870467.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP865517.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP873248.jpg,"Etching, hand-colored"
https://images.metmuseum.org/CRDImages/dp/original/DP826028.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP269453.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP818822.jpg,Engraving; first state
https://images.metmuseum.org/CRDImages/dp/original/DP818777.jpg,Etching with some engraving
https://images.metmuseum.org/CRDImages/dp/original/DP878439.jpg,Etching; third state of three
https://images.metmuseum.org/CRDImages/dp/original/DP841146.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP890606.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP831886.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP838741.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP878306.jpg,Etching; only state
https://images.metmuseum.org/CRDImages/dp/original/DP808676.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP345372.jpg,Mezzotint
https://images.metmuseum.org/CRDImages/dp/original/DPB874285.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP841208.jpg,Lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP866540.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP876036.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP821949.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB874139.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP822300.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP871819.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB882570.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP890707.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP832776.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP820433.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP833256.jpg,Etching; second state of two
https://images.metmuseum.org/CRDImages/dp/original/DP880425.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP876941.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP836440.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP876966.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP822020.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP883095.jpg,Etching; first state of two
https://images.metmuseum.org/CRDImages/as/original/DP144011.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP876453.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP871896.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP815431.jpg,Engraving
https://images.metmuseum.org/CRDImages/as/original/CP8.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP-17327-059.jpg,Polychrome woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP864241.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP817848.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB872511.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP832969.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DPB874157.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP838673.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP123679.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP836412.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP891393.jpg,Etching; second state of three (Lieure)
https://images.metmuseum.org/CRDImages/dp/original/DP879944.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP843812.jpg,Color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP877715.jpg,Lithograph on newsprint; third state of three (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP884157.jpg,Hand-colored etching and aquatint
https://images.metmuseum.org/CRDImages/dp/original/DPB872311.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP821691.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP835112.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP838526.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP135903.jpg,Woodblock print (surimono); ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP824163.jpg,Etching
https://images.metmuseum.org/CRDImages/as/original/DP121497.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP825146.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP839283.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP817673.jpg,Etching; first state of five
https://images.metmuseum.org/CRDImages/dp/original/DP835033.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP876429.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP878585.jpg,Engraving; first state of two
https://images.metmuseum.org/CRDImages/dp/original/DPB874238.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP817129.jpg,"Etching, burnished aquatint"
https://images.metmuseum.org/CRDImages/dp/original/DP868539.jpg,Photo-relief and letterpress on tan paper
https://images.metmuseum.org/CRDImages/dp/original/DP888972.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP836466.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB871230.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP871996.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP885611.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP828671.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP138339.jpg,Woodblock print (surimono); ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP847426.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP876864.jpg,Lithograph on newsprint; third state of three (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DPB874593.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP835201.jpg,Engraving
https://images.metmuseum.org/CRDImages/as/original/DP120468.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP888602.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP888091.jpg,Engraving; first state of two (Lieure)
https://images.metmuseum.org/CRDImages/dp/original/DP163366.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP835719.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP855097.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP822098.jpg,Etching; second state
https://images.metmuseum.org/CRDImages/dp/original/DP222167.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP832972.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP835746.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP869288.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP882283.jpg,Engraving; first state of two
https://images.metmuseum.org/CRDImages/dp/original/DP890486.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP830399.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP873634.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP823360.jpg,Etching; third state of four
https://images.metmuseum.org/CRDImages/dp/original/MM91785.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP860302.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP818161.jpg,"Etching, state iii"
https://images.metmuseum.org/CRDImages/as/original/DP124211.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP884565.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP828740.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP823096.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP890305.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP815605.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP885429.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP877327.jpg,Lithograph on newsprint; second state of two (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP890999.jpg,Etching; second state of two (Lieure)
https://images.metmuseum.org/CRDImages/dp/original/DP823363.jpg,"Etching, only state"
https://images.metmuseum.org/CRDImages/dp/original/DP824901.jpg,Lithograph
https://images.metmuseum.org/CRDImages/as/original/DP145673.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP821782.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP812654.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP872005.jpg,Hand-colored etching and aquatint
https://images.metmuseum.org/CRDImages/dp/original/DP827834.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP885889.jpg,Engraving; first state of two
https://images.metmuseum.org/CRDImages/dp/original/DP865628.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP822636.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP818384.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP883110.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP876012.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP866203.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/as/original/DP144559.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP808150.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP818164.jpg,"Etching, state iii"
https://images.metmuseum.org/CRDImages/as/original/DP-17327-013.jpg,Polychrome woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP815568.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP878450.jpg,Etching and drypoint
https://images.metmuseum.org/CRDImages/dp/original/DP884802.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP835282.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP841876.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP837819.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP836464.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB873340.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP888590.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP808145.jpg,Etching; first state of two
https://images.metmuseum.org/CRDImages/as/original/DP121469.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP854170.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP866267.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/dp/original/DP865596.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP819069.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP820309.jpg,Engraving; second state of three
https://images.metmuseum.org/CRDImages/dp/original/DPB882965.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP888887.jpg,Wood engraving
https://images.metmuseum.org/CRDImages/dp/original/DP876193.jpg,Etching; first state of two
https://images.metmuseum.org/CRDImages/dp/original/DPB872332.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP832499.jpg,Engraving; first state of three (Petitjean & Wickert)
https://images.metmuseum.org/CRDImages/as/original/DP149228.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP821054.jpg,Engraving; second state
https://images.metmuseum.org/CRDImages/dp/original/DPB873296.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP879953.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP867996.jpg,Metal-plate engraving
https://images.metmuseum.org/CRDImages/dp/original/DP821801.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB873785.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB870987.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB873841.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP872717.jpg,Hand-colored etching and aquatint
https://images.metmuseum.org/CRDImages/dp/original/DP829721.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP890210.jpg,Mezzotint
https://images.metmuseum.org/CRDImages/dp/original/DP818978.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP838094.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP812458.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP871956.jpg,Etching and aquatint
https://images.metmuseum.org/CRDImages/dp/original/DP887521.jpg,Wood engraving
https://images.metmuseum.org/CRDImages/dp/original/DPB883222.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB882691.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP823173.jpg,Etching; second state of two
https://images.metmuseum.org/CRDImages/dp/original/DP815153.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP824113.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB872414.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP884184.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP108228.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP883317.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP866265.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/dp/original/DPB883298.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP888840.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP855504.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DPB873434.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP149433.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP888734.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP820827.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP815376.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DPB883195.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP134642.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP825248.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP880579.jpg,Hand-colored etching and aquatint
https://images.metmuseum.org/CRDImages/dp/original/DP877803.jpg,Lithograph; second state of two (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP823986.jpg,Etching; only state
https://images.metmuseum.org/CRDImages/dp/original/DP865695.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB873375.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP883470.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP828257.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP836549.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP883367.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DPB874066.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP818997.jpg,Engraving; first state
